transaction_key,fund_key,transaction_date_key,investor_id,transaction_type,amount,units,nav,state,kyc_status,source_file
2097,5,20231201,INV00230,SIP,21430.41,114.22,171.8,Tamil Nadu,Verified,synthetic_transactions
2098,3,20231201,INV00160,SIP,23074.24,401.46,212.27,Andhra Pradesh,Pending,synthetic_transactions
2099,2,20231201,INV00096,SIP,25354.48,101.61,126.69,Karnataka,Verified,synthetic_transactions
2100,1,20231201,INV00111,SIP,24180.42,1135.15,118.81,Telangana,Verified,synthetic_transactions
2101,4,20231201,INV00213,SIP,22314.83,133.5,176.93,Telangana,Verified,synthetic_transactions
2102,2,20231201,INV00175,SIP,25700.06,371.5,31.56,Tamil Nadu,Verified,synthetic_transactions
2103,3,20231201,INV00018,SIP,26022.65,224.54,74.07,Andhra Pradesh,Verified,synthetic_transactions
2104,1,20231201,INV00073,SIP,24256.15,149.37,13.79,Andhra Pradesh,Pending,synthetic_transactions
2105,6,20231201,INV00034,LUMPSUM,36424.58,263.29,118.7,Rajasthan,Verified,synthetic_transactions
2106,2,20231201,INV00021,SIP,23339.75,446.73,23.96,Karnataka,Verified,synthetic_transactions
2107,4,20231201,INV00178,SIP,20545.67,91.65,67.38,Delhi,Verified,synthetic_transactions
2108,4,20231201,INV00087,SIP,24428.57,154.51,137.71,Maharashtra,Pending,synthetic_transactions
2109,6,20231201,INV00011,LUMPSUM,38392.42,188.87,97.85,Karnataka,Verified,synthetic_transactions
2110,4,20231201,INV00157,SIP,20712.02,404.22,62.0,Tamil Nadu,Verified,synthetic_transactions
2111,5,20231201,INV00221,SIP,25270.07,2338.32,132.59,Andhra Pradesh,Verified,synthetic_transactions
2112,2,20231201,INV00234,SIP,21153.94,976.83,158.85,Andhra Pradesh,Verified,synthetic_transactions
2113,4,20240101,INV00235,LUMPSUM,38518.16,161.94,85.45,Maharashtra,Verified,synthetic_transactions
2114,4,20240101,INV00203,LUMPSUM,34622.07,172.23,12.78,Tamil Nadu,Verified,synthetic_transactions
2115,3,20240101,INV00020,SIP,22093.0,448.08,92.23,Tamil Nadu,Verified,synthetic_transactions
2116,4,20240101,INV00016,SIP,19873.46,579.58,111.59,Andhra Pradesh,Verified,synthetic_transactions
2117,5,20240101,INV00026,SIP,22608.52,124.54,158.28,West Bengal,Verified,synthetic_transactions
2118,5,20240101,INV00149,SIP,19568.15,87.18,214.32,West Bengal,Pending,synthetic_transactions
2119,4,20240101,INV00194,SIP,18570.2,90.18,200.75,Gujarat,Verified,synthetic_transactions
2120,5,20240101,INV00041,LUMPSUM,35011.95,186.26,177.71,Gujarat,Verified,synthetic_transactions
2121,3,20240101,INV00213,SIP,20132.14,214.69,104.14,Telangana,Verified,synthetic_transactions
2122,1,20240101,INV00201,SIP,22142.67,111.13,153.05,Maharashtra,Verified,synthetic_transactions
2123,2,20240101,INV00113,SIP,23676.13,144.05,224.95,Tamil Nadu,Pending,synthetic_transactions
2124,5,20240101,INV00145,SIP,20588.41,147.49,119.19,Delhi,Verified,synthetic_transactions
2125,4,20240101,INV00125,SIP,22123.79,136.94,44.09,Andhra Pradesh,Verified,synthetic_transactions
2126,1,20240101,INV00078,SIP,22584.88,104.96,116.36,Gujarat,Verified,synthetic_transactions
2127,1,20240101,INV00159,LUMPSUM,36436.18,216.35,191.52,Rajasthan,Verified,synthetic_transactions
2128,3,20240101,INV00138,SIP,21052.86,165.31,52.72,Karnataka,Verified,synthetic_transactions
2129,6,20240101,INV00001,SIP,23326.95,644.15,182.95,Maharashtra,Verified,synthetic_transactions
2130,1,20240101,INV00014,SIP,27870.86,142.25,64.36,Andhra Pradesh,Pending,synthetic_transactions
2131,6,20240101,INV00249,SIP,27814.05,411.01,27.75,Andhra Pradesh,Verified,synthetic_transactions
2132,6,20240101,INV00238,SIP,23722.12,176.88,66.01,West Bengal,Verified,synthetic_transactions
2133,4,20240101,INV00215,SIP,24887.21,302.92,35.99,Andhra Pradesh,Verified,synthetic_transactions
2134,1,20240101,INV00169,LUMPSUM,38485.43,166.56,71.64,Telangana,Verified,synthetic_transactions
2135,6,20240101,INV00160,SIP,23349.22,114.95,24.32,Andhra Pradesh,Verified,synthetic_transactions
2136,6,20240101,INV00049,SIP,18379.43,136.82,94.87,Andhra Pradesh,Verified,synthetic_transactions
2137,5,20240101,INV00085,LUMPSUM,34609.03,485.58,66.62,Karnataka,Pending,synthetic_transactions
2138,3,20240101,INV00245,SIP,19773.04,82.63,22.67,Delhi,Verified,synthetic_transactions
2139,4,20240101,INV00243,SIP,22967.32,1000.27,249.75,Maharashtra,Pending,synthetic_transactions
2140,6,20240101,INV00204,SIP,27462.3,359.33,117.89,Gujarat,Verified,synthetic_transactions
2141,1,20240101,INV00247,SIP,24047.09,152.95,227.03,Andhra Pradesh,Verified,synthetic_transactions
2142,4,20240101,INV00202,SIP,23653.43,416.97,160.13,West Bengal,Verified,synthetic_transactions
2143,1,20240101,INV00155,SIP,20910.93,95.8,131.33,West Bengal,Verified,synthetic_transactions
2144,1,20240101,INV00065,SIP,22725.42,851.17,202.95,Karnataka,Pending,synthetic_transactions
2145,6,20240101,INV00015,SIP,20699.52,115.98,155.07,Telangana,Verified,synthetic_transactions
2146,6,20240101,INV00161,SIP,21208.6,161.81,43.65,Maharashtra,Verified,synthetic_transactions
2147,5,20240101,INV00198,SIP,21733.19,151.06,95.97,Tamil Nadu,Pending,synthetic_transactions
2148,2,20240101,INV00069,SIP,23308.26,614.02,186.98,Andhra Pradesh,Verified,synthetic_transactions
2149,4,20240101,INV00220,SIP,23735.35,207.02,50.4,Maharashtra,Pending,synthetic_transactions
2150,5,20240101,INV00131,SIP,24458.59,136.44,47.86,Rajasthan,Verified,synthetic_transactions
2151,5,20240101,INV00027,SIP,21964.4,88.29,113.17,Karnataka,Pending,synthetic_transactions
2152,5,20240101,INV00218,SIP,22407.12,98.94,220.41,Maharashtra,Verified,synthetic_transactions
2153,4,20240101,INV00240,SIP,22430.14,115.59,160.83,Gujarat,Verified,synthetic_transactions
2154,5,20240101,INV00186,SIP,24834.28,190.94,67.13,Gujarat,Verified,synthetic_transactions
2155,1,20240101,INV00077,SIP,30244.28,291.76,102.95,Maharashtra,Verified,synthetic_transactions
2156,6,20240101,INV00153,LUMPSUM,34176.22,758.38,111.73,Uttar Pradesh,Verified,synthetic_transactions
2157,2,20240101,INV00064,SIP,26529.05,160.93,177.5,Telangana,Verified,synthetic_transactions
2158,3,20240101,INV00030,SIP,24007.75,201.55,113.06,Tamil Nadu,Verified,synthetic_transactions
2159,2,20240101,INV00173,SIP,22919.7,274.14,101.66,Rajasthan,Verified,synthetic_transactions
2160,5,20240101,INV00219,SIP,19760.26,190.15,181.78,Rajasthan,Verified,synthetic_transactions
2161,1,20240101,INV00079,LUMPSUM,35024.94,169.58,81.93,West Bengal,Verified,synthetic_transactions
2162,6,20240101,INV00192,SIP,19561.69,146.16,52.35,Telangana,Verified,synthetic_transactions
2163,5,20240101,INV00182,SIP,20919.56,155.27,125.27,Telangana,Verified,synthetic_transactions
2164,6,20240101,INV00233,LUMPSUM,37367.05,365.4,164.06,West Bengal,Verified,synthetic_transactions
2165,5,20240101,INV00231,SIP,23571.06,999.26,108.13,Karnataka,Verified,synthetic_transactions
2166,2,20240101,INV00166,SIP,22439.66,1194.83,225.44,Maharashtra,Verified,synthetic_transactions
2167,2,20240101,INV00167,SIP,27290.11,781.06,212.85,Rajasthan,Verified,synthetic_transactions
2168,2,20240101,INV00237,SIP,19617.79,1273.28,160.84,Rajasthan,Verified,synthetic_transactions
2169,4,20240101,INV00052,SIP,26050.21,884.13,121.91,Gujarat,Pending,synthetic_transactions
2170,5,20240101,INV00180,SIP,21063.74,156.65,212.11,Tamil Nadu,Verified,synthetic_transactions
2171,4,20240101,INV00230,SIP,25939.49,288.79,115.46,Tamil Nadu,Verified,synthetic_transactions
2172,1,20240101,INV00234,SIP,23345.46,281.31,204.29,Andhra Pradesh,Pending,synthetic_transactions
2173,2,20240101,INV00156,SIP,28986.71,279.79,13.0,Uttar Pradesh,Verified,synthetic_transactions
2174,4,20240101,INV00205,SIP,18683.05,111.89,42.72,Delhi,Verified,synthetic_transactions
2175,2,20240101,INV00147,SIP,18003.46,400.02,45.07,Maharashtra,Verified,synthetic_transactions
2176,2,20240101,INV00109,SIP,22957.41,106.94,190.34,Tamil Nadu,Verified,synthetic_transactions
2177,5,20240101,INV00012,LUMPSUM,37743.22,232.97,108.79,Delhi,Verified,synthetic_transactions
2178,1,20240101,INV00227,SIP,22483.52,111.76,23.29,Karnataka,Verified,synthetic_transactions
2179,4,20240101,INV00152,LUMPSUM,35358.36,1316.97,112.82,Maharashtra,Verified,synthetic_transactions
2180,4,20240101,INV00055,LUMPSUM,35916.62,196.13,133.8,Telangana,Verified,synthetic_transactions
2181,2,20240101,INV00073,SIP,24481.15,385.98,13.11,Andhra Pradesh,Verified,synthetic_transactions
2182,4,20240101,INV00137,LUMPSUM,40933.44,314.75,232.23,Andhra Pradesh,Verified,synthetic_transactions
2183,5,20240101,INV00092,SIP,24504.91,108.11,173.91,Uttar Pradesh,Verified,synthetic_transactions
2184,3,20240101,INV00236,LUMPSUM,37481.38,218.25,63.5,Andhra Pradesh,Verified,synthetic_transactions
2185,5,20240101,INV00126,LUMPSUM,33628.22,232.33,135.47,Maharashtra,Verified,synthetic_transactions
2186,2,20240101,INV00123,SIP,24795.53,812.95,40.25,Tamil Nadu,Verified,synthetic_transactions
2187,2,20240101,INV00006,SIP,24012.22,105.73,178.96,Uttar Pradesh,Verified,synthetic_transactions
2188,4,20240101,INV00157,SIP,22810.5,206.95,122.51,Tamil Nadu,Verified,synthetic_transactions
2189,3,20240101,INV00070,SIP,26971.54,776.8,131.74,Gujarat,Verified,synthetic_transactions
2190,2,20240101,INV00122,SIP,23935.06,109.47,52.28,Karnataka,Verified,synthetic_transactions
2191,5,20240101,INV00100,SIP,20356.35,174.12,236.47,Karnataka,Verified,synthetic_transactions
2192,4,20240101,INV00199,SIP,22848.96,1159.72,238.16,Gujarat,Pending,synthetic_transactions
2193,2,20240101,INV00048,SIP,23321.82,398.94,141.39,Karnataka,Verified,synthetic_transactions
2194,4,20240101,INV00185,LUMPSUM,33442.7,189.54,181.94,Rajasthan,Verified,synthetic_transactions
2195,4,20240101,INV00196,SIP,23908.13,123.63,249.99,Maharashtra,Verified,synthetic_transactions
2196,4,20240101,INV00023,SIP,22856.96,485.66,119.02,Delhi,Verified,synthetic_transactions
2197,3,20240101,INV00127,SIP,23757.78,236.73,86.72,Gujarat,Verified,synthetic_transactions
2198,4,20240101,INV00128,SIP,25322.22,110.39,129.64,Uttar Pradesh,Verified,synthetic_transactions
2199,3,20240101,INV00170,SIP,21851.84,222.73,212.51,Rajasthan,Verified,synthetic_transactions
2200,1,20240101,INV00072,SIP,17962.34,148.33,109.46,Telangana,Verified,synthetic_transactions
2201,1,20240201,INV00041,SIP,24153.12,452.74,151.08,Gujarat,Verified,synthetic_transactions
2202,1,20240201,INV00020,SIP,20864.35,279.85,163.52,Tamil Nadu,Verified,synthetic_transactions
2203,5,20240201,INV00074,SIP,23887.89,739.66,133.66,Rajasthan,Verified,synthetic_transactions
2204,2,20240201,INV00220,SIP,16075.7,72.67,202.03,Maharashtra,Verified,synthetic_transactions
2205,1,20240201,INV00150,SIP,22844.29,98.79,66.09,Gujarat,Verified,synthetic_transactions
2206,3,20240201,INV00127,SIP,21174.14,133.44,61.61,Gujarat,Verified,synthetic_transactions
2207,4,20240201,INV00005,LUMPSUM,42978.58,185.91,248.61,Delhi,Verified,synthetic_transactions
2208,1,20240201,INV00106,SIP,25471.91,159.99,247.49,Delhi,Verified,synthetic_transactions
2209,1,20240201,INV00097,LUMPSUM,41678.79,297.37,66.36,Uttar Pradesh,Verified,synthetic_transactions
2210,5,20240201,INV00165,SIP,22349.15,1729.94,53.67,Karnataka,Verified,synthetic_transactions
2211,5,20240201,INV00007,SIP,19502.27,98.9,71.08,Andhra Pradesh,Verified,synthetic_transactions
2212,4,20240201,INV00013,SIP,24482.92,279.73,145.52,Uttar Pradesh,Verified,synthetic_transactions
2213,1,20240201,INV00095,SIP,21571.42,113.41,190.75,Gujarat,Verified,synthetic_transactions
2214,2,20240201,INV00203,SIP,23590.56,1022.15,27.25,Tamil Nadu,Verified,synthetic_transactions
2215,2,20240201,INV00031,SIP,28705.45,188.75,171.22,Rajasthan,Verified,synthetic_transactions
2216,2,20240201,INV00057,SIP,24221.45,103.34,184.32,Karnataka,Verified,synthetic_transactions
2217,2,20240201,INV00154,SIP,24231.7,159.41,174.0,Karnataka,Verified,synthetic_transactions
2218,6,20240201,INV00235,LUMPSUM,36932.02,229.04,241.83,Maharashtra,Pending,synthetic_transactions
2219,5,20240201,INV00212,SIP,23768.91,449.89,80.85,Andhra Pradesh,Verified,synthetic_transactions
2220,1,20240201,INV00067,SIP,23147.91,347.61,16.99,Rajasthan,Verified,synthetic_transactions
2221,4,20240201,INV00185,LUMPSUM,32597.78,277.07,72.43,Rajasthan,Verified,synthetic_transactions
2222,1,20240201,INV00209,SIP,20015.64,110.24,130.94,Andhra Pradesh,Verified,synthetic_transactions
2223,4,20240201,INV00071,SIP,22496.22,205.78,212.24,West Bengal,Verified,synthetic_transactions
2224,5,20240201,INV00177,SIP,18869.98,150.6,49.12,Tamil Nadu,Verified,synthetic_transactions
2225,6,20240201,INV00120,SIP,25438.53,215.79,76.88,Telangana,Verified,synthetic_transactions
2226,6,20240201,INV00224,SIP,20752.8,151.77,220.23,Maharashtra,Verified,synthetic_transactions
2227,2,20240201,INV00228,SIP,21547.72,514.14,203.95,Uttar Pradesh,Verified,synthetic_transactions
2228,6,20240201,INV00025,SIP,21134.74,99.54,196.87,Gujarat,Verified,synthetic_transactions
2229,4,20240201,INV00176,SIP,26822.41,438.87,185.93,Maharashtra,Verified,synthetic_transactions
2230,5,20240201,INV00247,SIP,22799.52,148.78,175.36,Andhra Pradesh,Verified,synthetic_transactions
2231,3,20240201,INV00205,SIP,24740.3,200.4,216.43,Delhi,Verified,synthetic_transactions
2232,1,20240201,INV00223,SIP,25523.4,169.87,166.85,Karnataka,Verified,synthetic_transactions
2233,4,20240201,INV00190,SIP,23725.08,384.5,10.03,Telangana,Verified,synthetic_transactions
2234,2,20240201,INV00208,SIP,19024.19,115.73,230.58,Gujarat,Verified,synthetic_transactions
2235,3,20240201,INV00108,SIP,21428.55,343.76,186.67,Tamil Nadu,Verified,synthetic_transactions
2236,2,20240201,INV00211,SIP,23806.8,160.36,21.18,Uttar Pradesh,Verified,synthetic_transactions
2237,4,20240201,INV00156,SIP,22190.4,127.69,11.07,Uttar Pradesh,Verified,synthetic_transactions
2238,6,20240201,INV00123,SIP,21987.15,166.27,189.39,Tamil Nadu,Verified,synthetic_transactions
2239,1,20240201,INV00059,SIP,21178.05,361.22,106.19,Karnataka,Verified,synthetic_transactions
2240,6,20240201,INV00213,LUMPSUM,35298.41,207.81,46.61,Telangana,Verified,synthetic_transactions
2241,4,20240201,INV00206,SIP,23743.68,482.87,53.28,Tamil Nadu,Verified,synthetic_transactions
2242,6,20240201,INV00032,SIP,21371.92,254.02,238.83,Tamil Nadu,Verified,synthetic_transactions
2243,3,20240201,INV00098,SIP,21948.34,129.56,87.47,Tamil Nadu,Verified,synthetic_transactions
2244,6,20240201,INV00044,SIP,24390.77,214.83,191.9,Andhra Pradesh,Verified,synthetic_transactions
2245,6,20240201,INV00076,SIP,28231.2,272.15,138.2,Andhra Pradesh,Verified,synthetic_transactions
2246,1,20240201,INV00035,SIP,23098.69,98.38,108.25,Uttar Pradesh,Verified,synthetic_transactions
2247,2,20240201,INV00011,SIP,26047.14,364.57,74.56,Karnataka,Verified,synthetic_transactions
2248,6,20240201,INV00125,SIP,26693.75,283.7,56.92,Andhra Pradesh,Verified,synthetic_transactions
2249,2,20240201,INV00124,SIP,26796.42,220.86,173.03,Uttar Pradesh,Pending,synthetic_transactions
2250,1,20240201,INV00082,SIP,27837.97,178.7,106.45,Rajasthan,Verified,synthetic_transactions
2251,1,20240201,INV00248,LUMPSUM,36717.4,299.63,48.37,West Bengal,Verified,synthetic_transactions
2252,2,20240201,INV00092,SIP,23479.96,144.27,89.03,Uttar Pradesh,Verified,synthetic_transactions
2253,4,20240201,INV00094,SIP,23663.4,121.38,163.67,Maharashtra,Verified,synthetic_transactions
2254,6,20240201,INV00136,SIP,27525.23,170.19,189.35,Tamil Nadu,Pending,synthetic_transactions
2255,4,20240201,INV00033,SIP,22527.49,216.11,187.08,Uttar Pradesh,Pending,synthetic_transactions
2256,2,20240201,INV00164,LUMPSUM,35943.17,609.38,191.18,Gujarat,Verified,synthetic_transactions
2257,6,20240201,INV00112,LUMPSUM,35222.14,164.96,174.11,Rajasthan,Verified,synthetic_transactions
2258,6,20240201,INV00244,SIP,25132.77,523.26,200.64,Delhi,Verified,synthetic_transactions
2259,1,20240201,INV00027,SIP,24140.73,98.08,183.32,Karnataka,Verified,synthetic_transactions
2260,2,20240201,INV00038,SIP,24879.99,105.64,150.12,Maharashtra,Verified,synthetic_transactions
2261,5,20240201,INV00242,SIP,22532.89,120.59,90.34,Maharashtra,Verified,synthetic_transactions
2262,6,20240201,INV00241,LUMPSUM,34067.74,1021.27,169.97,Gujarat,Verified,synthetic_transactions
2263,2,20240201,INV00122,SIP,22405.63,175.68,146.67,Karnataka,Verified,synthetic_transactions
2264,6,20240201,INV00225,SIP,24279.33,221.38,224.78,Karnataka,Verified,synthetic_transactions
2265,4,20240201,INV00115,SIP,24760.41,220.07,42.04,Andhra Pradesh,Verified,synthetic_transactions
2266,6,20240201,INV00079,SIP,25128.02,338.42,123.33,West Bengal,Verified,synthetic_transactions
2267,4,20240201,INV00149,SIP,20782.88,328.74,238.76,West Bengal,Verified,synthetic_transactions
2268,2,20240201,INV00042,SIP,21938.27,379.39,116.74,Andhra Pradesh,Verified,synthetic_transactions
2269,4,20240201,INV00050,SIP,25633.48,114.44,75.76,Andhra Pradesh,Pending,synthetic_transactions
2270,2,20240201,INV00162,SIP,22191.96,264.59,53.63,Delhi,Verified,synthetic_transactions
2271,2,20240201,INV00069,SIP,27997.49,189.85,245.06,Andhra Pradesh,Verified,synthetic_transactions
2272,2,20240201,INV00086,SIP,22827.47,590.81,121.19,Telangana,Verified,synthetic_transactions
2273,5,20240201,INV00227,SIP,22525.32,137.53,82.28,Karnataka,Verified,synthetic_transactions
2274,4,20240201,INV00078,LUMPSUM,39138.76,294.28,203.63,Gujarat,Verified,synthetic_transactions
2275,1,20240201,INV00229,SIP,24023.08,172.11,138.65,Uttar Pradesh,Verified,synthetic_transactions
2276,1,20240201,INV00187,SIP,20936.98,205.85,208.85,Telangana,Verified,synthetic_transactions
2277,5,20240201,INV00036,SIP,27133.26,382.59,169.16,Telangana,Verified,synthetic_transactions
2278,4,20240201,INV00192,SIP,23745.12,509.68,72.02,Telangana,Verified,synthetic_transactions
2279,6,20240201,INV00029,SIP,24341.34,369.48,80.82,Telangana,Verified,synthetic_transactions
2280,5,20240201,INV00221,SIP,25648.24,773.97,39.97,Andhra Pradesh,Verified,synthetic_transactions
2281,3,20240201,INV00193,SIP,21816.67,131.61,234.4,Maharashtra,Verified,synthetic_transactions
2282,2,20240201,INV00022,SIP,19988.99,101.29,248.62,Gujarat,Verified,synthetic_transactions
2283,5,20240201,INV00083,LUMPSUM,34414.77,189.49,221.86,Telangana,Verified,synthetic_transactions
2284,5,20240201,INV00043,SIP,21329.81,100.37,28.95,Maharashtra,Verified,synthetic_transactions
2285,1,20240201,INV00114,SIP,21069.31,230.1,228.76,Tamil Nadu,Verified,synthetic_transactions
2286,4,20240201,INV00135,SIP,22604.71,97.07,201.5,Delhi,Verified,synthetic_transactions
2287,1,20240201,INV00191,SIP,23279.23,216.95,206.16,Telangana,Verified,synthetic_transactions
2288,5,20240201,INV00197,SIP,22346.45,186.4,40.78,Karnataka,Verified,synthetic_transactions
2289,5,20240301,INV00130,SIP,23409.33,164.82,74.71,Delhi,Verified,synthetic_transactions
2290,2,20240301,INV00091,SIP,24951.52,1106.82,89.32,Telangana,Verified,synthetic_transactions
2291,5,20240301,INV00247,SIP,23292.13,684.0,186.45,Andhra Pradesh,Verified,synthetic_transactions
2292,2,20240301,INV00213,SIP,29185.5,322.08,180.48,Telangana,Verified,synthetic_transactions
2293,1,20240301,INV00193,SIP,24255.0,145.29,45.54,Maharashtra,Verified,synthetic_transactions
2294,1,20240301,INV00046,SIP,26099.9,161.49,219.85,West Bengal,Verified,synthetic_transactions
2295,2,20240301,INV00202,SIP,23703.32,101.39,167.23,West Bengal,Verified,synthetic_transactions
2296,3,20240301,INV00125,SIP,24217.17,392.19,232.79,Andhra Pradesh,Pending,synthetic_transactions
2297,6,20240301,INV00031,LUMPSUM,37647.09,206.77,169.12,Rajasthan,Verified,synthetic_transactions
2298,6,20240301,INV00175,SIP,25644.67,259.05,238.73,Tamil Nadu,Verified,synthetic_transactions
2299,3,20240301,INV00143,SIP,23171.71,412.72,76.58,Maharashtra,Verified,synthetic_transactions
2300,1,20240301,INV00156,SIP,24995.98,118.33,219.17,Uttar Pradesh,Verified,synthetic_transactions
2301,1,20240301,INV00230,SIP,24084.6,241.59,133.73,Tamil Nadu,Verified,synthetic_transactions
2302,2,20240301,INV00241,SIP,25110.1,618.32,234.18,Gujarat,Verified,synthetic_transactions
2303,3,20240301,INV00164,SIP,16492.45,112.97,108.76,Gujarat,Pending,synthetic_transactions
2304,6,20240301,INV00173,SIP,23011.06,166.16,112.55,Rajasthan,Verified,synthetic_transactions
2305,5,20240301,INV00191,SIP,28928.08,160.21,243.26,Telangana,Verified,synthetic_transactions
2306,3,20240301,INV00209,SIP,23523.39,145.79,19.13,Andhra Pradesh,Verified,synthetic_transactions
2307,4,20240301,INV00211,SIP,25988.55,178.37,221.17,Uttar Pradesh,Verified,synthetic_transactions
2308,6,20240301,INV00205,SIP,20248.84,91.3,73.66,Delhi,Verified,synthetic_transactions
2309,2,20240301,INV00020,SIP,24894.42,109.98,38.31,Tamil Nadu,Verified,synthetic_transactions
2310,2,20240301,INV00119,SIP,27798.95,264.25,201.97,Karnataka,Verified,synthetic_transactions
2311,4,20240301,INV00032,SIP,26723.19,762.99,175.0,Tamil Nadu,Verified,synthetic_transactions
2312,5,20240301,INV00239,LUMPSUM,36625.26,171.33,87.36,Andhra Pradesh,Verified,synthetic_transactions
2313,3,20240301,INV00117,LUMPSUM,40274.66,223.93,208.52,Uttar Pradesh,Verified,synthetic_transactions
2314,1,20240301,INV00026,SIP,23406.34,155.7,199.69,West Bengal,Verified,synthetic_transactions
2315,3,20240301,INV00128,SIP,20253.55,101.98,239.03,Uttar Pradesh,Verified,synthetic_transactions
2316,1,20240301,INV00226,LUMPSUM,38853.43,217.72,85.13,Tamil Nadu,Verified,synthetic_transactions
2317,2,20240301,INV00178,SIP,22080.76,277.55,232.51,Delhi,Verified,synthetic_transactions
2318,4,20240301,INV00149,LUMPSUM,37972.26,179.8,78.06,West Bengal,Verified,synthetic_transactions
2319,6,20240301,INV00081,SIP,25322.07,477.49,59.1,Rajasthan,Pending,synthetic_transactions
2320,2,20240301,INV00244,SIP,24077.14,981.32,28.48,Delhi,Verified,synthetic_transactions
2321,4,20240301,INV00207,SIP,25352.39,204.99,188.17,Telangana,Pending,synthetic_transactions
2322,3,20240301,INV00015,SIP,22769.1,260.12,193.18,Telangana,Verified,synthetic_transactions
2323,3,20240301,INV00073,SIP,23194.85,148.81,208.96,Andhra Pradesh,Verified,synthetic_transactions
2324,6,20240301,INV00187,SIP,23038.84,172.17,72.98,Telangana,Verified,synthetic_transactions
2325,4,20240301,INV00216,SIP,23725.48,351.01,138.3,Rajasthan,Pending,synthetic_transactions
2326,5,20240301,INV00051,SIP,23277.26,216.38,242.26,Telangana,Verified,synthetic_transactions
2327,3,20240301,INV00035,SIP,27596.09,137.95,194.32,Uttar Pradesh,Verified,synthetic_transactions
2328,4,20240301,INV00095,SIP,27223.11,466.57,23.45,Gujarat,Verified,synthetic_transactions
2329,5,20240301,INV00027,SIP,23229.46,111.18,212.63,Karnataka,Verified,synthetic_transactions
2330,4,20240301,INV00142,SIP,22697.47,174.6,45.85,Andhra Pradesh,Verified,synthetic_transactions
2331,1,20240301,INV00190,SIP,19662.57,103.55,155.95,Telangana,Verified,synthetic_transactions
2332,2,20240301,INV00049,SIP,22915.88,1258.85,160.64,Andhra Pradesh,Verified,synthetic_transactions
2333,4,20240301,INV00104,SIP,25692.08,248.0,55.69,Maharashtra,Verified,synthetic_transactions
2334,1,20240301,INV00085,SIP,23595.9,248.06,211.53,Karnataka,Verified,synthetic_transactions
2335,6,20240301,INV00155,SIP,21959.89,110.46,125.85,West Bengal,Verified,synthetic_transactions
2336,3,20240301,INV00210,SIP,25615.12,228.47,191.84,Uttar Pradesh,Verified,synthetic_transactions
2337,3,20240301,INV00131,SIP,27913.27,113.08,72.56,Rajasthan,Verified,synthetic_transactions
2338,5,20240301,INV00234,SIP,20724.47,175.96,103.27,Andhra Pradesh,Verified,synthetic_transactions
2339,1,20240301,INV00203,LUMPSUM,36014.33,231.09,37.01,Tamil Nadu,Verified,synthetic_transactions
2340,4,20240301,INV00185,SIP,19162.71,155.17,68.7,Rajasthan,Verified,synthetic_transactions
2341,6,20240301,INV00022,SIP,28524.25,738.95,40.81,Gujarat,Verified,synthetic_transactions
2342,3,20240301,INV00043,SIP,23140.66,145.38,33.09,Maharashtra,Pending,synthetic_transactions
2343,2,20240301,INV00001,LUMPSUM,34259.97,954.62,182.98,Maharashtra,Pending,synthetic_transactions
2344,6,20240301,INV00088,SIP,19936.7,127.31,244.7,Maharashtra,Verified,synthetic_transactions
2345,2,20240301,INV00225,SIP,21587.68,481.58,101.99,Karnataka,Verified,synthetic_transactions
2346,1,20240301,INV00198,SIP,22399.97,153.53,106.3,Tamil Nadu,Verified,synthetic_transactions
2347,3,20240301,INV00182,SIP,22327.04,146.96,240.69,Telangana,Verified,synthetic_transactions
2348,1,20240301,INV00028,SIP,24464.2,117.29,24.09,Karnataka,Verified,synthetic_transactions
2349,5,20240301,INV00229,SIP,24680.75,173.07,68.37,Uttar Pradesh,Verified,synthetic_transactions
2350,1,20240301,INV00170,LUMPSUM,41071.02,207.84,183.49,Rajasthan,Pending,synthetic_transactions
2351,4,20240301,INV00086,SIP,25656.93,330.54,160.04,Telangana,Verified,synthetic_transactions
2352,3,20240301,INV00072,SIP,26090.18,630.16,216.98,Telangana,Verified,synthetic_transactions
2353,1,20240301,INV00105,SIP,20315.42,158.5,192.63,West Bengal,Verified,synthetic_transactions
2354,1,20240301,INV00183,SIP,22720.41,437.11,197.62,Delhi,Verified,synthetic_transactions
2355,6,20240301,INV00003,SIP,24700.77,227.06,182.3,Delhi,Verified,synthetic_transactions
2356,3,20240301,INV00137,SIP,27547.6,299.85,202.09,Andhra Pradesh,Verified,synthetic_transactions
2357,6,20240301,INV00204,SIP,20571.96,909.99,25.49,Gujarat,Verified,synthetic_transactions
2358,3,20240301,INV00093,LUMPSUM,37376.43,157.46,139.12,Rajasthan,Verified,synthetic_transactions
2359,1,20240301,INV00068,SIP,24829.5,242.3,233.54,Andhra Pradesh,Pending,synthetic_transactions
2360,6,20240301,INV00123,SIP,19948.83,122.26,145.01,Tamil Nadu,Verified,synthetic_transactions
2361,1,20240301,INV00162,SIP,25813.75,278.0,133.49,Delhi,Verified,synthetic_transactions
2362,6,20240301,INV00061,LUMPSUM,33487.33,558.02,81.63,West Bengal,Verified,synthetic_transactions
2363,6,20240301,INV00075,SIP,23719.59,438.81,190.04,Maharashtra,Verified,synthetic_transactions
2364,1,20240301,INV00231,SIP,20913.16,451.73,132.51,Karnataka,Verified,synthetic_transactions
